"Автовская ул., д.21",268\137,309.05\204.65
"Автовская ул., д.22",136.09\115,175.46\148.1
"Автовская ул., д.25",219\144,221.5\150.3
"Автовская ул., д.26/37",359\156,454.25\260.55
"Автовская ул., д.28/30",231\151,259.45\177.85
"Автовская ул., д.29",567\235,804.35\479.05
"Автовская ул., д.30",98\68,90.55\69
"Автовская ул., д.32",49\48,79.44\73.5
"Автовская ул., д.34",118\59,134.5\67.85
"Автовская ул., д.38",53\32,51.55\33.7
"Автовская ул., д.40",125\154,179.85\187.6
"Автовская ул., д.46",91\46,135\69.95
"Автовская ул., д.52",107\137,173.05\184.4
"Балтийская ул., д.2/14",540.6\308,559.13\336.45
"Балтийская ул., д.12",259.96\225,298.18\256.2
"Балтийская ул., д.14",261.44\0,637\321
"Балтийская ул., д.17",8.1\5,33.57\31.3
"Балтийская ул., д.17, к.2",435.2\26,411.48\345.95
"Балтийская ул., д.18",127\39,31.35\22.85
"Балтийская ул., д.19а",156.104\0,156.1\0
"Балтийская ул., д.19б",80.86\0,80.86\0
"Балтийская ул., д.20",21.81\29.27,20.36\29.72
"Балтийская ул., д.21, к.2",8\4,17.2\8.75
"Балтийская ул., д.22",16.95\22.73,15.9\23.08
"Балтийская ул., д.23",44\23,43.4\22.2
"Балтийская ул., д.24",41.61\39,94.72\99.35
"Балтийская ул., д.25",72.254\0,72.25\0
"Балтийская ул., д.27",57.076\200,111.98\60.3
"Балтийская ул., д.32а",59.82\43.48,49.98\38.88
"Балтийская ул., д.32д",22.74\16.52,18.99\14.67
"Балтийская ул., д.34",39.01\0,461.07\0
"Балтийская ул., д.36/9",200.56\111,204.42\113.05
"Балтийская ул., д.38",99\87,326.2\347.4
"Баррикадная ул., д.3",187\101,206.35\120.3
"Баррикадная ул., д.4",90.516\0,90.52\0
"Баррикадная ул., д.34",67\37,76.35\46.55
"Белоусова ул., д.3",37\22,40.55\28.3
"Белоусова ул., д.5",33\46,38.25\55.2
"Белоусова ул., д.6/42",358.54\204,332.56\1045.85
"Белоусова ул., д.10",75.392\0,75.39\0
"Белоусова ул., д.14/41",91\46,101.95\53.05
"Белоусова ул., д.16",65.57\39,73.99\45.15
"Белоусова ул., д.18",99\50,116.3\62.8
"Белоусова ул., д.18, к.1",98\92,116.15\116.7
"Белоусова ул., д.20",38\29,39.7\40.35
"Белоусова ул., д.22",20\10,21.45\11.8
"Белоусова ул., д.24/32",9.1\22,5.51\36.65
"Васи Алексеева ул., д.7",39.2\42,80.41\90.7
"Васи Алексеева ул., д.9",10.23\36,12.28\21.45
"Васи Алексеева ул., д.10",656\301,752.44\348.4
"Васи Алексеева ул., д.11",109\81,128.1\114
"Васи Алексеева ул., д.17",147.3\118.3,169.4\136.05
"Васи Алексеева ул., д.20/24",172.9\145,250.82\193.7
"Васи Алексеева ул., д.21",93.75\117,214.91\205.75
"Васи Алексеева ул., д.22",259.2\385,421.1\480.9
"Васи Алексеева ул., д.24",221\165,366.55\261.4
"Васи Алексеева ул., д.25",122\131,205.4\219.75
"Васи Алексеева ул., д.26",222\243,378.29\360.95
"Васи Алексеева ул., д.28",163.3\118.67,187.8\136.47
"Васи Алексеева ул., д.30",315.4\222,445.22\316.25
"Возрождения ул., д.7/25",750.196\0,438.96\284
"Возрождения ул., д.9",28.08\24,172.97\136.7
"Возрождения ул., д.15",232.65\137,171.91\147.65
"Возрождения ул., д.19/38",379.44\289,572.46\393.3
"Возрождения ул., д.23",95\50,86.3\46.45
"Возрождения ул., д.25",207\154,252.05\210.75
"Возрождения ул., д.27",264\155,249.5\161.6
"Гладкова ул., д.1",22.91\58,21.61\66.85
"Гладкова ул., д.1а",69\37,93.3\40.85
"Гладкова ул., д.7/10",23.52\128,26.33\153.65
"Гладкова ул., д.11",11\9,24.1\15.8
"Гладкова ул., д.13",35\26,40.55\34.2
"Гладкова ул., д.17",176\59,200.4\71.15
"Гладкова ул., д.19",91.732\0,91.73\0
"Гладкова ул., д.21",93.708\0,93.71\0
"Гладкова ул., д.23",72\82,84.4\98.6
"Гладкова ул., д.24/7",105\58,121.05\67.15
