"Автовская ул., д.21",289.05\261.65,296.7\256.1
"Автовская ул., д.22",188.753\157.1,145.458\122.4
"Автовская ул., д.25",246.5\158.3,181\128.2
"Автовская ул., д.26/37",482.072\256.55,400.2\216.7
"Автовская ул., д.28/30",269.45\163.85,225.3\158.9
"Автовская ул., д.29",887.35\415.05,777.9\358.7
"Автовская ул., д.30",125.55\86,82.7\62
"Автовская ул., д.32",93.629\66.5,95.257\72
"Автовская ул., д.34",90.5\52.85,92\60.9
"Автовская ул., д.38",97.55\55.7,65.7\40.8
"Автовская ул., д.40",238.85\174.6,197.9\167.4
"Автовская ул., д.46",144\75.95,99\51.3
"Автовская ул., д.52",193.05\150.4,146.7\137.6
"Балтийская ул., д.2/14",772.48\434.45,698.02\549.3
"Балтийская ул., д.12",352.498\236.2,347.842\273.8
"Балтийская ул., д.14",524\266,569\289
"Балтийская ул., д.17",48.964\31.3,43.173\30.2
"Балтийская ул., д.17, к.2",513.38\399.45,357.27\270.3
"Балтийская ул., д.18",69.35\46.85,45.9\32.9
"Балтийская ул., д.19а",19.92\18.45,17.6\17.1
"Балтийская ул., д.19б",10.34\9.55,9.1\8.9
"Балтийская ул., д.20",16.383\18.491,18.37\19.81
"Балтийская ул., д.21",6.00,7.00
"Балтийская ул., д.21, к.2",28.2\14.75,28.8\15.5
"Балтийская ул., д.22",12.782\14.31,14.32\15.39
"Балтийская ул., д.23",34.4\18.2,42.6\21.8
"Балтийская ул., д.24",84.498\88.35,66.065\72.9
"Балтийская ул., д.25",74\38,92\47
"Балтийская ул., д.27",82.722\40.3,82.611\44.2
"Балтийская ул., д.32а",50.674\35.25,52.8\39.69
"Балтийская ул., д.32д",19.262\13.3,20.07\15.01
"Балтийская ул., д.34",64.325\0,63.91\0
"Балтийская ул., д.36/9",102.304\50.05,122.176\65.7
"Балтийская ул., д.38",257.2\169.4,258.8\182.6
"Баррикадная ул., д.3",195.35\96.3,141.9\75.2
"Баррикадная ул., д.4",90.516\0,76\36
"Баррикадная ул., д.5",,281\247
"Баррикадная ул., д.34",76.35\50.55,59.9\32.7
"Белоусова ул., д.3",44.55\23.3,46.7\25.2
"Белоусова ул., д.5",47.25\93.2,223.5\101.8
"Белоусова ул., д.6/42",305.26\173.85,286.923\160.9
"Белоусова ул., д.10",289.5\196,114\72
"Белоусова ул., д.14/41",16.95\8.05,11.3\4.7
"Белоусова ул., д.16",118.815\72.15,127.903\75.1
"Белоусова ул., д.18",129.3\68.8,129.2\69.2
"Белоусова ул., д.18, к.1",217.15\167.7,65.1\130.8
"Белоусова ул., д.20",117.7\64.35,44.8\22.9
"Белоусова ул., д.22",21.45\10.8,18.3\8.2
"Белоусова ул., д.24/32",71.936\51.65,61.607\48.1
"Васи Алексеева ул., д.7",155.869\101.7,83.986\74.8
"Васи Алексеева ул., д.9",14.136\19.45,23.064\16.3
"Васи Алексеева ул., д.10",666.075\307.4,521.703\246.6
"Васи Алексеева ул., д.11",215.1\144,169.4\122
"Васи Алексеева ул., д.17",236.095\164.745,180.73\151.83
"Васи Алексеева ул., д.20/24",279.715\284.7,218.21\82.8
"Васи Алексеева ул., д.21",61.913\45.75,75.525\56.5
"Васи Алексеева ул., д.22",526.704\408.9,387.936\358.6
"Васи Алексеева ул., д.24",306.55\183.4,242.7\157.6
"Васи Алексеева ул., д.25",125.4\88.75,101.6\75.5
"Васи Алексеева ул., д.26",469.142\358.95,345.151\280.3
"Васи Алексеева ул., д.28",230.495\146.801,210.33\146.867
"Васи Алексеева ул., д.30",534.518\337.25,451.345\329.5
"Возрождения ул., д.7/25",335.73\202,239.01\158
"Возрождения ул., д.9",24.765\15.7,19.89\12.8
"Возрождения ул., д.15",132.314\89.65,95.139\81.1
"Возрождения ул., д.19/38",606.872\386.3,476.811\331.2
"Возрождения ул., д.23",86.3\42.45,70.2\35.3
"Возрождения ул., д.25",264.05\187.75,209.7\169.5
"Возрождения ул., д.27",300.5\178.6,229\143.4
"Гладкова ул., д.1",34.247\37.85,19.671\26.9
"Гладкова ул., д.1а",86.3\45.85,63.2\31.9
"Гладкова ул., д.7/10",15.528\44.65,12.2\33.1
"Гладкова ул., д.11",48.1\25.8,17.4\10.2
"Гладкова ул., д.13",43.55\31.2,25.7\18.8
"Гладкова ул., д.17",299.4\140.15,173.6\93.1
"Гладкова ул., д.19",70\90,126.173\110
"Гладкова ул., д.21",35\18,14\7
"Гладкова ул., д.23",215.4\159.6,146.6\134.4
"Гладкова ул., д.24/7",134.05\72.15,135.7\84.1
"Гладкова ул., д.25",576.8\293.15,441.2\275.1
"Гладкова ул., д.26",141\74.05,113\54.7
"Гладкова ул., д.29",178.7\140.45,140.8\147.3
"Гладкова ул., д.31/7",69.3\35.45,73.2\37.3
"Гладкова ул., д.33",124.05\66.8,116.7\61.2
"Гладкова ул., д.35",55.708\0,68\32
"Гладкова ул., д.39",26.15\18.8,22.1\15.2
"Гладкова ул., д.41",1.15\1.15,2.1\.1
"Гладкова ул., д.43",35.409\26.4,31.1\23.6
"Губина ул., д.1/32",299.163\132.35,258.895\113.9
"Губина ул., д.3",59\31,83\44
"Губина ул., д.4",89.791\50.2,67.6\38.8
"Губина ул., д.5",158\108,168\125
"Губина ул., д.6",13.8\10.25,16.2\10.5
"Губина ул., д.8",154.75\63,171.5\65
"Губина ул., д.9, к.1",37.88\18.05,27.12\21.7
"Губина ул., д.9, к.2",78.65\39.05,68.1\34.7
"Губина ул., д.12",118.15\60.3,110.1\57.2
"Губина ул., д.13, к.1",6.972\4.2,5.5\2.8
"Губина ул., д.13, к.2",54.65\35.35,31.1\23.9
