"Автовская ул., д.21","370\210","515\283"
"Автовская ул., д.22","298\166","444\250"
"Автовская ул., д.25","136\121","227\278"
"Автовская ул., д.26/37","410\222","622\330"
"Автовская ул., д.28/30","76\87","105\102"
"Автовская ул., д.29","254\233","472\308"
"Автовская ул., д.30","106\100","124\98"
"Автовская ул., д.32","50\0","72\66"
"Автовская ул., д.34","67\43","144\59"
"Автовская ул., д.38","59\45","65\47"
"Автовская ул., д.40","70\64","81\80"
"Автовская ул., д.46","6\1",",01\6"
"Автовская ул., д.52","47\71","117\140"
"Балтийская ул., д.2/14","437\201","383\178"
"Балтийская ул., д.12","141\175","156\153"
"Балтийская ул., д.14","831\440","794\346"
"Балтийская ул., д.17","42\22","62\63"
"Балтийская ул., д.17, корп.2","534\233","464\206"
"Балтийская ул., д.18","48\24","4\2"
"Балтийская ул., д.19а","22\13","26\16"
"Балтийская ул., д.19б","11\7","14\8"
"Балтийская ул., д.20","18\10","20\12"
"Балтийская ул., д.21","9\9","8\7"
"Балтийская ул., д.21, корп.2","20\10","17\9"
"Балтийская ул., д.22","14\7","15\7"
"Балтийская ул., д.23","12\6","21\6"
"Балтийская ул., д.24","63\30","58\24"
"Балтийская ул., д.25","51\68","191\55"
"Балтийская ул., д.27","130\59","78\39"
"Балтийская ул., д.32а","44\33","47\31"
"Балтийская ул., д.32д","17\20","18\12"
"Балтийская ул., д.34","4\0","4\1"
"Балтийская ул., д.36/9","137\109","143\104"
"Балтийская ул., д.38","139\100","122\188"
"Баррикадная ул., д.3","89\73","89\73"
"Баррикадная ул., д.4","143\67","143\67"
"Баррикадная ул., д.5","100\174","88\85"
"Баррикадная ул., д.34","85\62","75\38"
"Белоусова ул., д.3","33\22","33\20"
"Белоусова ул., д.5","123\34","123\34"
"Белоусова ул., д.6/42","183\163","169\163"
"Белоусова ул., д.10","268\103","93\20"
"Белоусова ул., д.14/41",",1\2","1\1"
"Белоусова ул., д.16","81\20","81\21"
"Белоусова ул., д.18","266\88","134\68"
"Белоусова ул., д.18, корп.1","144\78","170\141"
"Белоусова ул., д.20","50\24","48\23"
"Белоусова ул., д.22","26\10","18\14"
"Белоусова ул., д.24/32","145\91","81\61"
"Васи Алексеева ул., д.7","18\15","24\21"
"Васи Алексеева ул., д.9","15\9","27\15"
"Васи Алексеева ул., д.10","317\0","345\32"
"Васи Алексеева ул., д.11","70\66","57\63"
"Васи Алексеева ул., д.16","247\130","258\132"
"Васи Алексеева ул., д.17","91\86","176\112"
"Васи Алексеева ул., д.20/24","233\89","293\100"
"Васи Алексеева ул., д.21","106\54","82\38"
"Васи Алексеева ул., д.22","456\440","585\549"
"Васи Алексеева ул., д.24","156\95","240\174"
"Васи Алексеева ул., д.25","85\71","101\82"
"Васи Алексеева ул., д.26","252\218","300\226"
"Васи Алексеева ул., д.28","142\109","235\162"
"Васи Алексеева ул., д.30","396\347","604\422"
"Возрождения ул., д.7/25","260\150","253\165"
"Возрождения ул., д.9","16\8","18\10"
"Возрождения ул., д.15","67\74","86\70"
"Возрождения ул., д.19/38","698\413","600\347"
"Возрождения ул., д.23","49\26","57\29"
"Возрождения ул., д.25","94\47","110\55"
"Возрождения ул., д.27","126\74","206\119"
"Гладкова ул., д.1","17\17","1\27"
"Гладкова ул., д.1а","66\26","61\26"
"Гладкова ул., д.7/10","69\25","64\25"
"Гладкова ул., д.11","38\45","1\1"
"Гладкова ул., д.13а","36\20","36\20"
"Гладкова ул., д.17","203\83","103\83"
"Гладкова ул., д.19","66\70","65\70"
"Гладкова ул., д.21","19\10","19\10"
"Гладкова ул., д.23","81\106","78\92"
"Гладкова ул., д.24/7","3\1","4\1"
"Гладкова ул., д.25","35\31","30\31"
"Гладкова ул., д.26","97\52","97\72"
"Гладкова ул., д.29","65\67","65\42"
"Гладкова ул., д.31/7","10\6","11\7"
"Гладкова ул., д.33","111\25","102\35"
"Гладкова ул., д.35","48\23","45\23"
"Гладкова ул., д.39в","10\5","11\6"
"Гладкова ул., д.41","1\0","1\1"
"Гладкова ул., д.43а","71\35","71\36"
"Губина ул., д.1/32","337\109","250\91"
"Губина ул., д.3","42\0","36\11"
"Губина ул., д.4","26\4","25\3"
"Губина ул., д.5","106\75","96\75"
"Губина ул., д.6","50\5","1\5"
"Губина ул., д.8","84\36","74\36"
"Губина ул., д.9, корп.1","32\17","30\17"
"Губина ул., д.9, корп.2","57\27","77\27"
"Губина ул., д.12","58\31","58\31"
"Губина ул., д.13, корп.1а","41\0","41\1"
"Губина ул., д.13, корп.2","11\14","3\14"
"Губина ул., д.14","246\44","37\37"
"Губина ул., д.15","35\19","33\14"
"Губина ул., д.18","0\,1","1\1"
"Губина ул., д.19/16","51\27","51\27"
"Губина ул., д.20","57\31","77\21"
"Губина ул., д.21","63\12","64\15"
"Губина ул., д.22/21","44\65","44\65"
"Губина ул., д.23/19","69\33","79\33"
"Двинская ул., д.4","391\310","408\296"
"Двинская ул., д.4, корп.1","206\181","210\171"
"Двинская ул., д.4, корп.2","277\291","378\328"
"Двинская ул., д.4, корп.3","161\888","192\206"
"Двинская ул., д.4, корп.4","109\155","138\160"
"Двинская ул., д.8","142\116","148\107"
"Двинская ул., д.9","128\47","153\76"
"Двинская ул., д.10","83\336","132\470"
"Двинская ул., д.11","252\179","319\234"
"Двинская ул., д.14","224\159","260\174"
"Двинская ул., д.14, корп.4","1210\405","1184\379"
"Двинская ул., д.15","2378\930","2377\931"
"Двинская ул., д.16, корп.1","2706\1134","2637\1029"
"Двинская ул., д.16, корп.3","2025\999","2014\886"
"Двинская ул., д.17","528\274","584\282"
"Зайцева ул., д.3","695\680","635\557"
"Зайцева ул., д.17/23","1129\570","1427\808"
"Зайцева ул., д.18/16","162\99","185\106"
"Зайцева ул., д.19/18","198\198","250\235"
"Зайцева ул., д.20","240\151","495\326"
"Зайцева ул., д.21","41\22","30\15"
"Зайцева ул., д.22/13","1105\515","1251\601"
"Зайцева ул., д.25","60\62","113\84"
"Зайцева ул., д.26","249\0","249\0"
"Зайцева ул., д.29","4\12","74\19"
