"Автовская ул., д.21",309.05\204.65,249.05\217.65
"Автовская ул., д.22",175.46\148.1,210.27\176.1
"Автовская ул., д.25",221.5\150.3,220.5\161.3
"Автовская ул., д.26/37",454.25\260.55,469.09\262.55
"Автовская ул., д.28/30",259.45\177.85,292.45\190.85
"Автовская ул., д.29",804.35\479.05,752.35\248.05
"Автовская ул., д.30",90.55\69,116.55\80
"Автовская ул., д.32",79.44\73.5,86.95\72.5
"Автовская ул., д.34",134.5\67.85,109.5\67.85
"Автовская ул., д.38",51.55\33.7,49.55\33.7
"Автовская ул., д.40",179.85\187.6,196.85\176.6
"Автовская ул., д.46",135\69.95,100\52.95
"Автовская ул., д.52",173.05\184.4,168.05\160.4
"Балтийская ул., д.2/14",559.13\336.45,457.98\361.45
"Балтийская ул., д.12",298.18\256.2,304\232.2
"Балтийская ул., д.14",637\321,548\273
"Балтийская ул., д.17",33.57\31.3,36.005\30.3
"Балтийская ул., д.17, к.2",411.48\345.95,438.83\339.45
"Балтийская ул., д.18",31.35\22.85,56.35\39.85
"Балтийская ул., д.19а",156.1\0,156.1\0
"Балтийская ул., д.19б",80.86\0,80.86\0
"Балтийская ул., д.20",20.36\29.72,24.113\28.591
"Балтийская ул., д.21",,411.00
"Балтийская ул., д.21, к.2",17.2\8.75,29.2\14.75
"Балтийская ул., д.22",15.9\23.08,18.802\22.21
"Балтийская ул., д.23",43.4\22.2,56.4\28.2
"Балтийская ул., д.24",94.72\99.35,84.498\88.35
"Балтийская ул., д.25",72.25\0,72.254\0
"Балтийская ул., д.27",111.98\60.3,111.98\60.3
"Балтийская ул., д.32а",49.98\38.88,46.504\33.07
"Балтийская ул., д.32д",18.99\14.67,17.672\12.48
"Балтийская ул., д.34",461.07\0,64.325\0
"Балтийская ул., д.36/9",204.42\113.05,141.86\76.05
"Балтийская ул., д.38",326.2\347.4,340.2\271.4
"Баррикадная ул., д.3",206.35\120.3,127.35\55.3
"Баррикадная ул., д.4",90.52\0,90.52\0
"Баррикадная ул., д.34",76.35\46.55,100.35\42.55
"Белоусова ул., д.3",40.55\28.3,46.55\23.3
"Белоусова ул., д.5",38.25\55.2,112.25\101.2
"Белоусова ул., д.6/42",332.56\1045.85,349.85\444.85
"Белоусова ул., д.10",75.39\0,75.39\0
"Белоусова ул., д.14/41",101.95\53.05,51.95\32.05
"Белоусова ул., д.16",73.99\45.15,75.66\32.15
"Белоусова ул., д.18",116.3\62.8,92.3\28.8
"Белоусова ул., д.18, к.1",116.15\116.7,210.15\164.7
"Белоусова ул., д.20",39.7\40.35,83.7\44.35
"Белоусова ул., д.22",21.45\11.8,17.45\5.8
"Белоусова ул., д.24/32",5.51\36.65,30.99\15.65
"Васи Алексеева ул., д.7",80.41\90.7,92.17\99.7
"Васи Алексеева ул., д.9",12.28\21.45,9.49\15.45
"Васи Алексеева ул., д.10",752.44\348.4,813.49\382.4
"Васи Алексеева ул., д.11",128.1\114,162.1\127
"Васи Алексеева ул., д.17",169.4\136.05,205.1\165.75
"Васи Алексеева ул., д.20/24",250.82\193.7,265.22\187.7
"Васи Алексеева ул., д.21",214.91\205.75,188.66\187.75
"Васи Алексеева ул., д.22",421.1\480.9,463.34\484.9
"Васи Алексеева ул., д.24",366.55\261.4,344.55\229.4
"Васи Алексеева ул., д.25",205.4\219.75,249.4\231.75
"Васи Алексеева ул., д.26",378.29\360.95,393.3\327.95
"Васи Алексеева ул., д.28",187.8\136.47,187.8\136.47
"Васи Алексеева ул., д.30",445.22\316.25,438.57\299.25
"Возрождения ул., д.7/25",438.96\284,424.08\277
"Возрождения ул., д.9",172.97\136.7,91.85\75.7
"Возрождения ул., д.15",171.91\147.65,147.16\118.65
"Возрождения ул., д.19/38",572.46\393.3,462.72\311.3
"Возрождения ул., д.23",86.3\46.45,104.3\53.45
"Возрождения ул., д.25",252.05\210.75,281.05\208.75
"Возрождения ул., д.27",249.5\161.6,258.5\161.6
"Гладкова ул., д.1",21.61\66.85,68.22\66.85
"Гладкова ул., д.1а",93.3\40.85,84.3\47.85
"Гладкова ул., д.7/10",26.33\153.65,5.93\39.65
"Гладкова ул., д.11",24.1\15.8,4.1\15.8
"Гладкова ул., д.13",40.55\34.2,14.55\33.2
"Гладкова ул., д.17",200.4\71.15,199.4\72.15
"Гладкова ул., д.19",91.73\0,91.73\0
"Гладкова ул., д.21",93.71\0,93.71\0
"Гладкова ул., д.23",84.4\98.6,238.4\185.6
"Гладкова ул., д.24/7",121.05\67.15,183.05\99.15
"Гладкова ул., д.25",400.8\134.15,333.8\536.15
"Гладкова ул., д.26",42\28.05,209\129.05
"Гладкова ул., д.29",64.7\99.45,132.7\148.45
"Гладкова ул., д.31/7",46.3\27.45,42.3\20.45
"Гладкова ул., д.33",167.05\102.8,39.05\22.8
"Гладкова ул., д.35",55.71\0,55.71\0
"Гладкова ул., д.39",21.15\34.8,18.15\17.8
"Гладкова ул., д.41",1.15\1.15,1.15\1.15
"Гладкова ул., д.43",21.55\19.4,51.91\35.4
"Губина ул., д.1/32",260.94\130.35,173.58\55.35
"Губина ул., д.4",101.88\59.2,62.82\31.2
"Губина ул., д.5",118.86\0,244.86\165
"Губина ул., д.6",10.8\14.25,7.8\6.25
"Губина ул., д.8",140.75\48,140.75\48
"Губина ул., д.9, к.1",43.48\32.05,43.48\32.05
"Губина ул., д.9, к.2",56.65\32.05,56.65\32.05
"Губина ул., д.12",91.15\54.3,108.15\53.3
"Губина ул., д.13, к.1",53.45\32.2,53.45\32.2
"Губина ул., д.13, к.2",10.65\33.35,10.65\33.35
"Губина ул., д.14",70.6\60.95,76.6\43.95
"Губина ул., д.15",40.25\21.05,40.25\21.05
"Губина ул., д.18",123.3\78.9,173.3\54.9
"Губина ул., д.19/16",63.4\42.4,63.4\42.4
"Губина ул., д.20",166.7\167.6,166.7\167.6
"Губина ул., д.21",71.75\42.1,71.75\42.1
"Губина ул., д.22/21",89.85\49.3,107.85\69.3
"Губина ул., д.23/19",224.85\64.55,224.85\64.55
"Двинская ул., д.4",427.3\324.4,510.3\355.4
"Двинская ул., д.4, к.1",266.6\222.9,285.6\224.9
"Двинская ул., д.4, к.2",429.35\333.55,438.35\317.55
"Двинская ул., д.4, к.3",321.2\273.2,384.2\284.2
"Двинская ул., д.4, к.4",210.15\242.35,234.15\225.35
"Двинская ул., д.8",128.63\126.55,146.45\129.55
"Двинская ул., д.9",361.49\186.9,299.18\151.9
"Двинская ул., д.10",366.57\344,317.86\284
"Двинская ул., д.11",286.65\181.75,335.65\199.75
"Двинская ул., д.14",189.37\131.95,303.75\207.95
"Двинская ул., д.14, к.4",1473\464,1384\441
"Двинская ул., д.16, к.1",3663.3\1316.9,3936.8\1676.9
"Двинская ул., д.17",614.8\325.6,620.8\289.6
"Зайцева ул., д.3",224.99\49.95,453.99\614.95
"Зайцева ул., д.17/23",1295.41\535.2,1449.6\565.2
"Зайцева ул., д.18/16",125.57\77.15,140.93\80.15
"Зайцева ул., д.19/18",221.95\172.6,255.95\198.6
"Зайцева ул., д.20",387.1\281.25,326.1\226.25
"Зайцева ул., д.21",31.9\16.6,33.9\18.6
"Зайцева ул., д.22/13",873.35\417.55,978.63\456.55
"Зайцева ул., д.25",130\113.45,107\81.45
"Зайцева ул., д.26",349.8\0,350.07\.15
"Зайцева ул., д.29",25.1\37.35,33.1\34.35
"Зайцева ул., д.31",412.65\298.7,438.65\284.7
"Зайцева ул., д.32",232.5\183.25,182.5\140.25
"Зайцева ул., д.33",289.68\280.9,386.58\307.9
"Зайцева ул., д.34",149.95\69.6,110.95\51.6
"Зайцева ул., д.36",405.5\293.65,344.5\216.65
"Зайцева ул., д.37",337.85\209.1,288.55\170.1
"Зайцева ул., д.39",222.1\181.75,247.1\175.75
"Зины Портновой ул., д.4",70.65\87.05,75.65\85.05
"Зины Портновой ул., д.6",255.35\309,396.35\417
"Зины Портновой ул., д.8",184.3\208.65,371.3\329.65
"Зины Портновой ул., д.10",209.5\222.9,344.5\284.9
"Зины Портновой ул., д.12",99.1\144.25,211.1\220.25
"Зины Портновой ул., д.14",198.85\246.4,330.85\338.4
"Зины Портновой ул., д.16",671.7\335.45,567.7\285.45
"Зины Портновой ул., д.18",197.45\207.8,371.45\342.8
"Зины Портновой ул., д.20",66.25\101.05,95.25\108.05
"Зины Портновой ул., д.22",44.15\46.9,57.15\52.9
"Зины Портновой ул., д.24",121.9\176.8,167.9\192.8
"Зины Портновой ул., д.26",146.9\219.8,247.9\260.8
"Зины Портновой ул., д.28",421.55\236.6,576.55\279.6
"Зины Портновой ул., д.30",243.3\258.1,434.3\361.1
"Зои Космодемьянской ул., д.3",231.04\303.5,222.49\305.5
"Зои Космодемьянской ул., д.5",695.47\280.3,191.47\203.3
"Зои Космодемьянской ул., д.6, к.1",513\205.75,579.35\256.75
"Зои Космодемьянской ул., д.8/17",225.55\176.4,98.55\16.4
"Зои Космодемьянской ул., д.16/24",57.56\44.1,57.56\44.1
"Зои Космодемьянской ул., д.17/26",194.93\118.6,267.44\202.6
"Зои Космодемьянской ул., д.21",162.8\61.85,662.8\61.85
"Зои Космодемьянской ул., д.23",156.45\38.6,156.45\38.6
"Зои Космодемьянской ул., д.25/20",81.5\21.05,89.5\61.05
"Зои Космодемьянской ул., д.29",38.4\17.25,39.4\120.25
"Ивана Черных ул., д.1",13.79\13.55,80.78\53.55
"Ивана Черных ул., д.3",198.3\105.3,213.3\79.3
"Ивана Черных ул., д.3, к.2",196.9\102.9,175.9\93.9
"Ивана Черных ул., д.13а",126.5\119,112.5\96
"Ивана Черных ул., д.13б",321.35\276.4,294.35\245.4
"Ивана Черных ул., д.15а",260.65\195.05,226.65\152.05
"Ивана Черных ул., д.15б",28.7\34,27.7\26
"Ивана Черных ул., д.19",140.8\135.8,151.8\124.8
"Канонерский о., д.7",8115.1\4126.2,7088.1\3615.2
"Канонерский о., д.8",4784.35\1672.3,4343.4\1495.3
"Канонерский о., д.9",3085.5\1319.25,2395.5\929.25
"Канонерский о., д.10",3151.5\1253.25,3231.5\1348.3
"Канонерский о., д.12",684.25\346,772.25\401
"Канонерский о., д.12, к.2",653.4\356.1,706.4\369.1
"Канонерский о., д.13",386.45\363.8,417.45\354.8
"Канонерский о., д.14",400.05\338.95,378.05\307.95
"Канонерский о., д.15",401.51\0,401.51\0
"Канонерский о., д.16",184.65\139.4,173.65\111.4
"Канонерский о., д.25",333.8\162.4,247.8\86.4
"Корнеева ул., д.2",339.48\352.55,425.03\345.55
"Корнеева ул., д.6",1661.98\371.9,1905.2\435.9
"Косинова ул., д.5",1958\714,2069\760
"Косинова ул., д.7",44.16\16.3,28.52\18.3
"Косинова ул., д.9/9",20.15\36.2,62.15\50.2
"Косинова ул., д.14, к.1",445.55\452.2,440.55\342.2
"Косинова ул., д.14, к.2",303.9\413.2,214.9\319.2
"Краснопутиловская ул., д.16/13",984.27\580.6,1096.9\640.6
"Краснопутиловская ул., д.18",119.15\73.1,140.15\88.1
"Краснопутиловская ул., д.20",344.68\226.8,283.48\188.8
