"Автовская ул., д.21",227.05,250.29
"Автовская ул., д.22",609.15,604.71
"Автовская ул., д.25",384.65,392.20
"Автовская ул., д.26/37",1305.52,1297.62
"Автовская ул., д.28/30",584.36,656.52
"Автовская ул., д.29",254.08,259.78
"Автовская ул., д.30",200.61,202.77
"Автовская ул., д.32",443.29,442.66
"Автовская ул., д.34",379.39,393.67
"Автовская ул., д.38",185.37,221.88
"Автовская ул., д.40",551.70,569.15
"Автовская ул., д.46",835.94,868.20
"Автовская ул., д.52",571.45,637.07
"Балтийская ул., д.2/14",2627.27,2666.13
"Балтийская ул., д.12",838.74,885.82
"Балтийская ул., д.14",627.53,630.17
"Балтийская ул., д.17",392.50,399.05
"Балтийская ул., д.17, к.2",605.93,576.07
"Балтийская ул., д.18",191.36,189.78
"Балтийская ул., д.19а",173.73,162.54
"Балтийская ул., д.19б",116.35,119.76
"Балтийская ул., д.20",89.09,81.75
"Балтийская ул., д.21",85.82,79.76
"Балтийская ул., д.21, к.2",76.31,82.04
"Балтийская ул., д.22",101.56,96.43
"Балтийская ул., д.24",163.98,162.98
"Балтийская ул., д.27",66.56,58.56
"Балтийская ул., д.32а",124.21,112.45
"Балтийская ул., д.32д",70.24,70.24
"Балтийская ул., д.34",49.75,49.31
"Балтийская ул., д.36/9",1244.39,1225.03
"Балтийская ул., д.38",699.66,691.27
"Баррикадная ул., д.3",238.50,226.13
"Баррикадная ул., д.4",86.86,84.17
"Баррикадная ул., д.5",389.35,408.91
"Белоусова ул., д.3",145.90,158.55
"Белоусова ул., д.5",130.26,136.79
"Белоусова ул., д.6/42",623.68,608.53
"Белоусова ул., д.14/41",98.38,113.92
"Белоусова ул., д.16",68.92,66.16
"Белоусова ул., д.18",105.28,101.32
"Белоусова ул., д.18, к.1",370.37,309.65
"Белоусова ул., д.20",267.36,319.35
"Васи Алексеева ул., д.7",744.24,777.85
"Васи Алексеева ул., д.9",455.76,457.70
"Васи Алексеева ул., д.10",764.43,812.75
"Васи Алексеева ул., д.11",710.22,698.18
"Васи Алексеева ул., д.16",752.45,752.12
"Васи Алексеева ул., д.17",434.60,471.67
"Васи Алексеева ул., д.20/24",1373.11,1413.85
"Васи Алексеева ул., д.21",556.24,523.60
"Васи Алексеева ул., д.22",1079.08,1095.22
"Васи Алексеева ул., д.24",754.44,764.48
"Васи Алексеева ул., д.25",333.10,317.09
"Васи Алексеева ул., д.26",696.54,756.96
"Васи Алексеева ул., д.28",817.94,838.91
"Васи Алексеева ул., д.30",1196.53,1157.19
"Возрождения ул., д.7/25",1739.50,1671.54
"Возрождения ул., д.9",469.85,433.95
"Возрождения ул., д.15",661.20,661.31
"Возрождения ул., д.19/38",1693.85,1750.15
"Возрождения ул., д.23",657.91,618.55
