"Автовская ул., д.21",176.72,187.66
"Автовская ул., д.25",295.09,295.09
"Автовская ул., д.28/30",349.17,429.38
"Автовская ул., д.29",257.57,272.81
"Автовская ул., д.30",112.54,114.84
"Автовская ул., д.32",372.66,372.66
"Автовская ул., д.34",274.63,274.63
"Автовская ул., д.38",137.69,161.00
"Автовская ул., д.40",376.42,411.99
"Балтийская ул., д.17, к.2",295.91,420.90
"Балтийская ул., д.18",205.98,146.75
"Балтийская ул., д.19",157.04,212.35
"Балтийская ул., д.20",51.29,77.24
"Балтийская ул., д.21",116.07,156.95
"Балтийская ул., д.22",96.13,100.41
"Балтийская ул., д.23",23.90,32.31
"Балтийская ул., д.24",181.49,128.73
"Балтийская ул., д.25",68.77,72.93
"Балтийская ул., д.27",40.12,42.54
"Балтийская ул., д.34",61.74,51.37
"Баррикадная ул., д.4",29.01,28.90
"Баррикадная ул., д.5",315.82,341.54
"Белоусова ул., д.3",130.21,151.91
"Белоусова ул., д.5",42.70,23.33
"Белоусова ул., д.10",55.84,54.23
"Белоусова ул., д.14/41",69.05,79.88
"Белоусова ул., д.16",30.46,35.24
"Белоусова ул., д.18",79.20,91.63
"Васи Алексеева ул., д.16",366.29,380.27
"Васи Алексеева ул., д.17",272.93,262.87
"Васи Алексеева ул., д.21",375.79,394.70
"Васи Алексеева ул., д.25",171.22,234.07
"Гладкова ул., д.1",99.89,117.49
"Гладкова ул., д.1а",122.94,144.60
"Гладкова ул., д.11",86.25,71.51
"Гладкова ул., д.13",116.10,96.26
"Гладкова ул., д.17",58.37,60.21
"Гладкова ул., д.19",107.01,110.38
"Гладкова ул., д.21",85.12,87.80
"Гладкова ул., д.24/7",80.16,86.61
"Гладкова ул., д.26",78.21,84.50
"Гладкова ул., д.31/7",9.57,9.58
"Гладкова ул., д.33",11.90,11.89
"Гладкова ул., д.35",9.57,9.58
"Гладкова ул., д.39",65.25,71.17
"Гладкова ул., д.41",30.12,30.02
"Гладкова ул., д.43",31.24,31.13
"Губина ул., д.1/32",90.19,98.38
"Губина ул., д.3",44.14,48.14
"Губина ул., д.4",55.46,41.15
"Губина ул., д.5",95.95,104.66
"Губина ул., д.6",97.72,72.51
"Губина ул., д.8",7.93,7.93
"Губина ул., д.9, к.1",70.39,76.05
"Губина ул., д.9, к.2",66.48,71.82
"Губина ул., д.13, к.1",62.57,67.60
"Губина ул., д.13, к.2",64.07,65.87
"Губина ул., д.19/16",76.27,92.60
"Губина ул., д.20",79.47,98.39
"Губина ул., д.21",74.03,89.88
"Губина ул., д.22/21",59.60,73.80
"Губина ул., д.23/19",78.51,95.33
"Двинская ул., д.14, к.4",256.79,354.91
"Двинская ул., д.16, к.1",1026.72,1721.55
"Двинская ул., д.16, к.3",569.89,1645.08
"Зайцева ул., д.3",391.27,420.15
"Зайцева ул., д.19/18",442.89,454.89
"Зайцева ул., д.21",87.67,108.73
"Зайцева ул., д.25",345.45,345.45
"Зайцева ул., д.29",140.40,158.59
"Зайцева ул., д.31",367.07,403.20
"Зины Портновой ул., д.4",338.41,384.22
"Зины Портновой ул., д.6",234.19,315.21
"Зины Портновой ул., д.8",308.06,349.73
"Зины Портновой ул., д.10",349.89,443.80
"Зины Портновой ул., д.12",519.33,480.35
"Зины Портновой ул., д.14",295.59,370.07
"Зины Портновой ул., д.16",104.92,126.70
"Зины Портновой ул., д.18",245.06,287.89
"Зины Портновой ул., д.20",290.44,340.12
"Зины Портновой ул., д.22",310.33,349.30
"Зины Портновой ул., д.24",363.48,417.36
"Зины Портновой ул., д.26",277.41,317.35
"Зины Портновой ул., д.28",241.39,262.62
"Зины Портновой ул., д.30",207.49,249.60
"Зои Космодемьянской ул., д.3",373.66,424.96
"Зои Космодемьянской ул., д.5",138.99,158.08
"Зои Космодемьянской ул., д.21",89.73,108.95
"Зои Космодемьянской ул., д.27",90.61,97.81
"Ивана Черных ул., д.3, к.2",194.32,236.49
"Канонерский о., д.7",1431.39,1206.27
"Канонерский о., д.8",1125.45,1013.61
"Канонерский о., д.9",360.26,358.38
"Канонерский о., д.10",379.24,419.54
"Канонерский о., д.12",319.23,344.71
"Канонерский о., д.12, к.2",795.85,855.66
"Канонерский о., д.13",321.69,365.77
"Канонерский о., д.14",338.42,281.57
"Канонерский о., д.15",266.22,250.48
"Корнеева ул., д.6",1004.78,1237.06
"Косинова ул., д.14, к.1",384.43,340.24
"Косинова ул., д.14, к.2",284.69,283.54
"Ленинский пр., д.110, к.1а",488.12,446.19
"Ленинский пр., д.110, к.1б",2332.31,2380.99
"Ленинский пр., д.120, к.2",250.56,304.02
"Ленинский пр., д.124",619.25,767.06
"Майков пер., д.3",38.21,40.52
"Майков пер., д.5",7.64,8.10
"Майков пер., д.5а",51.58,54.70
"Майков пер., д.7/1",53.49,56.72
"Маршала Говорова ул., д.16",847.60,938.62
"Маршала Жукова пр., д.18а",774.38,613.52
"Маршала Жукова пр., д.18б",533.76,482.72
"Маршала Жукова пр., д.18в",1590.02,1350.57
"Маршала Жукова пр., д.18г",563.45,557.58
"Маршала Жукова пр., д.18д",545.82,480.72
"Маршала Жукова пр., д.20",957.77,805.75
"Маршала Жукова пр., д.22",1050.83,860.81
"Маршала Жукова пр., д.26/16а",581.16,520.90
"Маршала Жукова пр., д.26/16б",392.39,361.23
"Маршала Жукова пр., д.26/16в",1803.59,1615.12
"Маршала Жукова пр., д.28, к.1",1501.14,1416.11
"Маршала Жукова пр., д.30, к.2а",310.91,279.98
"Маршала Жукова пр., д.30, к.2б",486.52,425.57
"Маршала Жукова пр., д.30, к.2в",1578.84,1329.41
"Маршала Жукова пр., д.30, к.2г",481.37,372.92
"Маршала Жукова пр., д.30, к.2д",850.03,706.00
"Маршала Жукова пр., д.30, к.2е",544.25,408.48
"Маршала Жукова пр., д.30, к.2ж",1248.39,920.74
"Маршала Жукова пр., д.32, к.1",2109.48,1941.73
"Маршала Жукова пр., д.34, к.1а",1031.81,543.80
"Маршала Жукова пр., д.34, к.1б",743.26,1144.76
"Маршала Жукова пр., д.34, к.1в",973.14,379.18
"Маршала Жукова пр., д.34, к.1г",298.74,293.48
"Маршала Жукова пр., д.34, к.1д",696.31,607.59
"Маршала Жукова пр., д.34, к.1е",1527.58,1457.69
"Маршала Казакова ул., д.1, к.2",890.03,749.99
"Маршала Казакова ул., д.3, к.1",1107.47,952.71
"Маршала Казакова ул., д.5, к.1а",1458.22,1136.35
"Маршала Казакова ул., д.5, к.1б",859.73,772.20
"Маршала Казакова ул., д.10, к.1а",1250.35,1158.71
"Маршала Казакова ул., д.10, к.1б",895.85,821.75
"Маршала Казакова ул., д.10, к.1в",589.02,639.60
"Маршала Казакова ул., д.10, к.1д",557.25,461.21
"Маршала Казакова ул., д.13",1246.76,1040.28
"Морской пехоты ул., д.4",1965.50,1745.45
"Морской пехоты ул., д.6, к.1",1072.27,940.45
