"Автовская ул., д.21",236.05\178.65,243.05\223.65
"Автовская ул., д.22",202.68\170.1,167.232\141.1
"Автовская ул., д.25",197.5\132.3,246.5\147.3
"Автовская ул., д.26/37",488.56\277.55,518.245\275.55
"Автовская ул., д.28/30",239.45\144.85,351.45\198.85
"Автовская ул., д.29",696.35\321.05,848.35\402.05
"Автовская ул., д.30",119.55\77,147.55\86
"Автовская ул., д.32",97.8\30.5,125.354\119.5
"Автовская ул., д.34",99.5\67.85,100.5\54.85
"Автовская ул., д.38",55.85\37,105.55\59.7
"Автовская ул., д.40",300.85\223.6,259.85\173.6
"Автовская ул., д.46",146\78.95,127\66.95
"Автовская ул., д.52",258.05\199.4,247.05\174.4
"Балтийская ул., д.2/14",818.38\560.45,825.18\471.45
"Балтийская ул., д.12",364.14\250.2,452.408\269.2
"Балтийская ул., д.14",558\282,535\274
"Балтийская ул., д.17",29.524\22.3,38.434\26.3
"Балтийская ул., д.17, к.2",425.18\341,511.93\372.95
"Балтийская ул., д.18",45.35\30.85,34.35\34.85
"Балтийская ул., д.19а",156.104\0,156.104\0
"Балтийская ул., д.19б",80.86\0,80.86\0
"Балтийская ул., д.20",22.103\24.09,24.113\25.77
"Балтийская ул., д.21",201.00,2.00
"Балтийская ул., д.21, к.2",34.2\18.75,54.2\29.75
"Балтийская ул., д.22",17.242\18.709,18.802\20.029
"Балтийская ул., д.23",48.4\25.2,50.4\26.2
"Балтийская ул., д.24",116.62\115.35,72.817\72.35
"Балтийская ул., д.25",72.254\0,73\39
"Балтийская ул., д.27",34.982\9.3,98.122\50.3
"Балтийская ул., д.32а",72.244\47.57,52.064\32.36
"Балтийская ул., д.32д",27.452\17.98,19.792\12.19
"Балтийская ул., д.34",104.165\0,62.665\0
"Балтийская ул., д.36/9",106.904\58.05,117.024\64.05
"Балтийская ул., д.38",346.2\248.4,289.2\181.4
"Баррикадная ул., д.3",213.35\104.3,179.35\93.3
"Баррикадная ул., д.4",90.516\0,90.516\0
"Баррикадная ул., д.34",90.35\45.55,83.35\42.55
