"Автовская ул., д.21",29.83,34.27
"Автовская ул., д.22",98.28,115.86
"Автовская ул., д.25",57.11,65.61
"Автовская ул., д.26/37",144.49,172.58
"Автовская ул., д.28/30",99.60,116.52
"Автовская ул., д.29",38.33,44.04
"Автовская ул., д.30",37.53,43.12
"Автовская ул., д.32",103.23,123.04
"Автовская ул., д.34",57.35,65.89
"Автовская ул., д.38",37.27,42.82
"Автовская ул., д.40",100.83,119.98
"Автовская ул., д.46",81.42,95.99
"Автовская ул., д.52",59.42,68.86
"Балтийская ул., д.2/14",270.87,323.39
"Балтийская ул., д.12",85.17,100.15
"Балтийская ул., д.14",52.20,59.98
"Балтийская ул., д.17",42.68,49.03
"Балтийская ул., д.17, к.2",118.11,141.08
"Балтийская ул., д.19а",33.59,38.59
"Балтийская ул., д.19б",20.87,23.98
"Балтийская ул., д.21",12.52,14.38
"Балтийская ул., д.21, к.2",13.47,15.47
"Балтийская ул., д.23",8.79,10.10
"Балтийская ул., д.25",17.88,20.54
"Балтийская ул., д.27",13.55,15.57
"Балтийская ул., д.34",11.05,12.69
"Балтийская ул., д.36/9",112.20,134.01
"Балтийская ул., д.38",64.87,75.24
"Баррикадная ул., д.3",27.09,31.13
"Баррикадная ул., д.5",46.73,53.69
"Баррикадная ул., д.34",11.79,13.54
"Баррикадная ул., д.36",37.54,43.13
"Белоусова ул., д.3",21.25,24.41
"Белоусова ул., д.5",19.89,22.85
"Белоусова ул., д.6/42",62.42,72.09
"Белоусова ул., д.10",19.08,21.92
"Васи Алексеева ул., д.7",69.15,81.04
"Васи Алексеева ул., д.9",66.53,77.63
"Васи Алексеева ул., д.10",98.41,115.82
"Васи Алексеева ул., д.11",58.82,68.17
"Васи Алексеева ул., д.16",102.39,120.20
"Васи Алексеева ул., д.17",81.30,94.79
"Васи Алексеева ул., д.20/24",182.24,217.39
"Васи Алексеева ул., д.21",112.59,130.59
"Васи Алексеева ул., д.22",140.78,164.56
"Васи Алексеева ул., д.24",82.10,95.23
"Васи Алексеева ул., д.25",61.08,70.42
"Васи Алексеева ул., д.26",82.15,95.61
"Васи Алексеева ул., д.28",83.68,97.81
"Васи Алексеева ул., д.30",139.01,166.03
"Возрождения ул., д.7/25",164.53,196.51
"Возрождения ул., д.9",64.57,74.83
"Возрождения ул., д.15",58.54,67.72
"Возрождения ул., д.19/38",161.96,192.23
"Возрождения ул., д.23",60.14,69.70
"Возрождения ул., д.25",59.99,69.40
"Возрождения ул., д.27",60.34,70.11
"Гладкова ул., д.1",15.87,18.23
"Гладкова ул., д.1а",18.05,20.74
"Гладкова ул., д.7/10",29.96,34.43
"Гладкова ул., д.23",37.43,43.01
"Гладкова ул., д.24/7",16.99,19.52
"Гладкова ул., д.25",97.48,114.82
"Гладкова ул., д.26",18.06,20.75
"Гладкова ул., д.29",37.01,42.52
"Губина ул., д.9, к.1",19.33,22.21
"Губина ул., д.9, к.2",18.20,20.91
"Губина ул., д.11",13.14,15.09
"Губина ул., д.13, к.1",18.97,21.79
"Губина ул., д.13, к.2",18.32,21.05
"Губина ул., д.19/16",16.41,18.85
"Губина ул., д.21",11.87,13.64
"Губина ул., д.23/19",16.71,19.19
"Двинская ул., д.4",101.71,121.33
"Двинская ул., д.4, к.1",58.97,68.34
"Двинская ул., д.4, к.2",97.60,113.79
"Двинская ул., д.4, к.3",81.41,94.67
"Двинская ул., д.4, к.4",60.35,69.94
"Двинская ул., д.8",79.86,93.67
"Двинская ул., д.9",68.50,79.46
"Двинская ул., д.10",209.61,250.35
"Двинская ул., д.11",109.46,130.24
"Двинская ул., д.14",106.11,124.77
"Двинская ул., д.14, к.4",295.50,352.94
"Двинская ул., д.15",313.04,373.90
"Двинская ул., д.16, к.1",437.82,522.93
"Двинская ул., д.16, к.3",147.23,175.05
"Двинская ул., д.17",48.95,56.24
"Зайцева ул., д.3",110.96,130.81
"Зайцева ул., д.17/23",148.26,175.82
"Зайцева ул., д.18/16",156.76,187.23
"Зайцева ул., д.19/18",98.67,116.82
"Зайцева ул., д.20",97.46,115.58
"Зайцева ул., д.21",37.78,43.41
"Зайцева ул., д.22/13",162.76,193.34
"Зайцева ул., д.25",70.89,82.86
"Зайцева ул., д.26",90.69,107.82
"Зайцева ул., д.29",37.73,43.35
"Зайцева ул., д.31",101.16,119.26
"Зайцева ул., д.32",58.57,67.88
"Зайцева ул., д.33",89.21,105.17
"Зайцева ул., д.34",56.03,64.37
"Зайцева ул., д.36",56.50,64.91
"Зайцева ул., д.37",115.11,136.85
"Зайцева ул., д.39",82.60,97.13
"Зины Портновой ул., д.4",55.57,63.85
"Зины Портновой ул., д.6",56.74,65.19
"Зины Портновой ул., д.8",57.31,65.84
"Зины Портновой ул., д.10",57.14,65.65
"Зины Портновой ул., д.12",57.82,66.43
"Зины Портновой ул., д.14",57.25,65.78
"Зины Портновой ул., д.16",30.22,34.71
"Зины Портновой ул., д.18",57.44,65.99
"Зины Портновой ул., д.20",56.95,65.43
"Зины Портновой ул., д.22",57.33,65.86
"Зины Портновой ул., д.24",56.61,65.04
"Зины Портновой ул., д.26",57.64,66.23
"Зины Портновой ул., д.28",29.15,33.49
"Зины Портновой ул., д.30",57.01,65.50
"Зои Космодемьянской ул., д.3",100.89,118.94
"Зои Космодемьянской ул., д.5",29.47,33.85
"Зои Космодемьянской ул., д.17/26",64.94,76.37
"Зои Космодемьянской ул., д.21",15.40,17.70
"Зои Космодемьянской ул., д.23",14.91,17.12
"Зои Космодемьянской ул., д.25/20",24.72,28.40
"Зои Космодемьянской ул., д.27",34.25,39.35
"Зои Космодемьянской ул., д.29",30.30,34.81
"Ивана Черных ул., д.1",57.25,65.78
"Ивана Черных ул., д.3",47.02,54.02
"Ивана Черных ул., д.3, к.2",34.59,39.74
"Ивана Черных ул., д.13а",37.80,43.42
"Ивана Черных ул., д.13б",60.13,69.68
"Ивана Черных ул., д.15а",59.92,69.44
"Ивана Черных ул., д.15б",37.89,43.53
"Ивана Черных ул., д.19",59.94,69.46
"Ивана Черных ул., д.21",41.09,47.21
