"Автовская ул., д.21",315.82,297.23
"Автовская ул., д.22",738.82,743.16
"Автовская ул., д.25",498.88,480.40
"Автовская ул., д.26/37",1591.13,1547.28
"Автовская ул., д.28/30",768.58,783.75
"Автовская ул., д.29",318.53,323.33
"Автовская ул., д.30",235.73,251.96
"Автовская ул., д.32",547.08,562.49
"Автовская ул., д.34",463.32,491.30
"Автовская ул., д.38",254.43,273.30
"Автовская ул., д.40",663.08,655.50
"Автовская ул., д.46",964.76,1035.88
"Автовская ул., д.52",705.12,791.40
"Балтийская ул., д.2/14",3016.46,2969.54
"Балтийская ул., д.12",1049.36,1024.92
"Балтийская ул., д.14",775.94,790.94
"Балтийская ул., д.17",485.86,486.03
"Балтийская ул., д.17, к.2",618.36,593.71
"Балтийская ул., д.18",265.79,242.27
"Балтийская ул., д.19а",229.08,222.12
"Балтийская ул., д.19б",131.33,130.46
"Балтийская ул., д.20",102.84,96.94
"Балтийская ул., д.21",65.80,72.79
"Балтийская ул., д.21, к.2",105.19,105.13
"Балтийская ул., д.22",127.54,129.53
"Балтийская ул., д.24",226.30,228.30
"Балтийская ул., д.27",81.50,73.70
"Балтийская ул., д.32а",150.06,154.32
"Балтийская ул., д.32д",101.89,101.75
"Балтийская ул., д.34",78.33,82.58
"Балтийская ул., д.36/9",1540.99,1530.78
"Балтийская ул., д.38",824.00,795.63
"Баррикадная ул., д.3",305.71,326.72
"Баррикадная ул., д.4",86.12,85.99
"Баррикадная ул., д.5",566.93,550.85
"Белоусова ул., д.3",156.37,164.67
"Белоусова ул., д.5",143.77,149.27
"Белоусова ул., д.6/42",756.92,678.22
"Белоусова ул., д.14/41",132.39,135.04
"Белоусова ул., д.16",79.48,70.15
"Белоусова ул., д.18",122.60,125.09
"Белоусова ул., д.18, к.1",389.85,402.03
"Белоусова ул., д.20",357.61,320.88
"Васи Алексеева ул., д.7",890.49,896.79
"Васи Алексеева ул., д.9",547.67,571.38
"Васи Алексеева ул., д.10",936.32,924.97
"Васи Алексеева ул., д.11",855.25,845.98
"Васи Алексеева ул., д.16",951.84,974.72
"Васи Алексеева ул., д.17",513.73,554.67
"Васи Алексеева ул., д.20/24",1679.21,1666.13
"Васи Алексеева ул., д.21",622.63,689.60
"Васи Алексеева ул., д.22",1386.46,1348.14
"Васи Алексеева ул., д.24",953.63,942.43
"Васи Алексеева ул., д.25",403.50,413.96
"Васи Алексеева ул., д.26",818.97,736.78
"Васи Алексеева ул., д.28",1009.39,963.75
"Васи Алексеева ул., д.30",1438.28,1436.51
"Возрождения ул., д.7/25",1977.03,2046.13
"Возрождения ул., д.9",562.26,538.28
"Возрождения ул., д.15",804.42,833.17
"Возрождения ул., д.19/38",1975.22,2085.92
"Возрождения ул., д.23",780.35,697.88
"Возрождения ул., д.25",789.47,792.40
"Возрождения ул., д.27",678.45,741.90
